"index","garage_id","user_id","user_type","start_plugin","start_plugin_hour","end_plugout","end_plugout_hour","el_kwh","duration_hours","month_plugin","weekdays_plugin"
"1751","AdO3","AdO3-2","Private","2019-08-07T15:52:00.000","15","2019-08-07T17:20:00.000","17","5.44","1.460555556","Aug","Wednesday"
"1752","AsO2","Share-20","Shared","2019-08-07T16:24:00.000","16","2019-08-07T17:54:00.000","17","5.14","1.488055556","Aug","Wednesday"
"1753","AsO2","AsO2-1","Private","2019-08-07T18:25:00.000","18","2019-08-08T07:11:00.000","7","17.05","12.76638889","Aug","Wednesday"
"1754","SR14","SR14-1","Private","2019-08-07T19:01:00.000","19","2019-08-08T07:26:00.000","7","41.33","12.41472222","Aug","Wednesday"
"1755","AsO2","AsO6-1","Shared","2019-08-07T19:14:00.000","19","2019-08-08T06:25:00.000","6","48.41","11.19166667","Aug","Wednesday"
"1756","AsO4","AsO4-2","Private","2019-08-07T20:06:00.000","20","2019-08-08T06:27:00.000","6","0.51","10.35277778","Aug","Wednesday"
"1757","SR2","SR2-3","Private","2019-08-07T20:46:00.000","20","2019-08-08T07:50:00.000","7","37.78","11.06444444","Aug","Wednesday"
"1758","Bl2","Share-21","Shared","2019-08-07T20:53:00.000","20","2019-08-07T22:48:00.000","22","12.82","1.906666667","Aug","Wednesday"
"1759","Bl2","Bl2-5","Private","2019-08-07T21:49:00.000","21","2019-08-08T07:15:00.000","7","16.94","9.430833333","Aug","Wednesday"
"1760","AdO1","AdO1-3","Private","2019-08-07T22:16:00.000","22","2019-08-08T09:53:00.000","9","12.11","11.62166667","Aug","Wednesday"
"1761","Bl2","Share-8","Shared","2019-08-07T23:10:00.000","23","2019-08-08T10:29:00.000","10","30.76","11.32305556","Aug","Wednesday"
"1762","AdO1","AdO1-1","Private","2019-08-08T07:49:00.000","7","2019-08-08T15:31:00.000","15","17.41","7.694166667","Aug","Thursday"
"1763","Bl2","Bl2-5","Private","2019-08-08T09:22:00.000","9","2019-08-08T12:02:00.000","12","2.99","2.664722222","Aug","Thursday"
"1764","AsO4","AsO4-2","Private","2019-08-08T15:24:00.000","15","2019-08-08T17:39:00.000","17","3.4","2.2525","Aug","Thursday"
"1765","Bl2","Bl2-5","Private","2019-08-08T16:25:00.000","16","2019-08-08T18:14:00.000","18","2.82","1.821944444","Aug","Thursday"
"1766","AsO2","AsO2-1","Private","2019-08-08T18:32:00.000","18","2019-08-09T07:22:00.000","7","13.05","12.84138889","Aug","Thursday"
"1767","AdO1","AdO1-3","Private","2019-08-08T18:58:00.000","18","2019-08-09T07:22:00.000","7","14.35","12.39694444","Aug","Thursday"
"1768","AdO1","AdO1-2","Private","2019-08-08T19:43:00.000","19","2019-08-09T10:36:00.000","10","6.79","14.88722222","Aug","Thursday"
"1769","SR2","SR2-3","Private","2019-08-08T20:36:00.000","20","2019-08-09T08:13:00.000","8","13.38","11.6125","Aug","Thursday"
"1770","Bl2","Share-21","Shared","2019-08-08T22:03:00.000","22","2019-08-09T07:08:00.000","7","13.67","9.0875","Aug","Thursday"
"1771","Bl2","Bl2-5","Private","2019-08-08T22:54:00.000","22","2019-08-09T06:25:00.000","6","10.71","7.508888889","Aug","Thursday"
"1772","AdO3","AdO3-3","Private","2019-08-09T15:08:00.000","15","2019-08-09T16:05:00.000","16","3.34","0.938888889","Aug","Friday"
"1773","Bl2","Share-25","Shared","2019-08-09T15:26:00.000","15","2019-08-09T17:29:00.000","17","14.07","2.054444444","Aug","Friday"
"1774","Bl2","Bl2-5","Private","2019-08-09T16:03:00.000","16","2019-08-09T17:45:00.000","17","2","1.695","Aug","Friday"
"1775","AdO1","AdO1-3","Private","2019-08-09T16:35:00.000","16","2019-08-09T21:15:00.000","21","11.82","4.672777778","Aug","Friday"
"1776","AdO3","AdO3-2","Private","2019-08-09T18:08:00.000","18","2019-08-09T21:48:00.000","21","4.72","3.668333333","Aug","Friday"
"1777","AsO2","AsO6-1","Shared","2019-08-09T20:17:00.000","20","2019-08-10T08:56:00.000","8","27.53","12.65833333","Aug","Friday"
"1778","Bl2","Bl2-4","Private","2019-08-09T20:28:00.000","20","2019-08-10T14:19:00.000","14","17.25","17.85222222","Aug","Friday"
"1779","Bl2","Share-8","Shared","2019-08-09T22:34:00.000","22","2019-08-10T09:14:00.000","9","13.8","10.66861111","Aug","Friday"
"1780","AdO1","AdO1-3","Private","2019-08-09T23:23:00.000","23","2019-08-10T08:14:00.000","8","12.85","8.843611111","Aug","Friday"
"1781","AdO1","AdO1-3","Private","2019-08-10T11:28:00.000","11","2019-08-10T13:41:00.000","13","7.86","2.2125","Aug","Saturday"
"1782","AsO2","AsO2-1","Private","2019-08-10T15:51:00.000","15","2019-08-11T16:19:00.000","16","14.86","24.46694444","Aug","Saturday"
"1783","AsO2","AsO6-1","Shared","2019-08-10T16:44:00.000","16","2019-08-11T14:00:00.000","14","77.71","21.27305556","Aug","Saturday"
"1784","AdO1","AdO1-1","Private","2019-08-10T17:17:00.000","17","2019-08-10T18:48:00.000","18","5.52","1.517777778","Aug","Saturday"
"1785","AdO1","AdO1-1","Private","2019-08-10T19:40:00.000","19","2019-08-11T15:32:00.000","15","14.68","19.87222222","Aug","Saturday"
"1786","AdO1","AdO1-3","Private","2019-08-10T22:00:00.000","22","2019-08-10T23:58:00.000","23","6.75","1.9775","Aug","Saturday"
"1787","AdO1","AdO1-3","Private","2019-08-11T03:23:00.000","3","2019-08-11T11:49:00.000","11","9","8.439722222","Aug","Sunday"
"1788","UT9","Share-15","Shared","2019-08-11T11:21:00.000","11","2019-08-11T14:33:00.000","14","16.83","3.193333333","Aug","Sunday"
"1789","Bl2","Share-30","Shared","2019-08-11T11:38:00.000","11","2019-08-11T14:20:00.000","14","14.69","2.696111111","Aug","Sunday"
"1790","AdO1","AdO1-3","Private","2019-08-11T14:45:00.000","14","2019-08-11T16:41:00.000","16","6.91","1.938611111","Aug","Sunday"
"1791","UT9","UT15-2","Shared","2019-08-11T15:39:00.000","15","2019-08-11T18:54:00.000","18","10.41","3.255833333","Aug","Sunday"
"1792","AdO3","AdO3-3","Private","2019-08-11T15:51:00.000","15","2019-08-12T07:54:00.000","7","20.58","16.04777778","Aug","Sunday"
"1793","Bl2","Bl2-5","Private","2019-08-11T17:33:00.000","17","2019-08-11T19:57:00.000","19","8.6","2.4025","Aug","Sunday"
"1794","Bl2","Share-30","Shared","2019-08-11T17:58:00.000","17","2019-08-11T20:57:00.000","20","17.2","2.982222222","Aug","Sunday"
"1795","AsO2","AsO6-1","Shared","2019-08-11T18:12:00.000","18","2019-08-12T06:32:00.000","6","50.24","12.3375","Aug","Sunday"
"1796","Bl2","Share-25","Shared","2019-08-11T19:01:00.000","19","2019-08-12T06:23:00.000","6","60.44","11.37861111","Aug","Sunday"
"1797","SR2","SR2-3","Private","2019-08-11T19:31:00.000","19","2019-08-11T21:28:00.000","21","12.77","1.961388889","Aug","Sunday"
"1798","Bl2","Bl2-5","Private","2019-08-11T20:21:00.000","20","2019-08-12T06:52:00.000","6","9.51","10.51555556","Aug","Sunday"
"1799","SR2","SR2-3","Private","2019-08-11T21:43:00.000","21","2019-08-12T08:14:00.000","8","28.46","10.5225","Aug","Sunday"
"1800","AdO1","AdO1-3","Private","2019-08-11T21:53:00.000","21","2019-08-12T07:27:00.000","7","6.41","9.568611111","Aug","Sunday"
"1801","AsO2","Share-20","Shared","2019-08-12T00:13:00.000","0","2019-08-12T10:43:00.000","10","15.5","10.50222222","Aug","Monday"
"1802","Bl2","Share-8","Shared","2019-08-12T00:23:00.000","0","2019-08-12T10:32:00.000","10","25.96","10.14388889","Aug","Monday"
"1803","Bl2","Bl2-2","Private","2019-08-12T02:36:00.000","2","2019-08-12T07:14:00.000","7","15.39","4.636111111","Aug","Monday"
"1804","AsO2","SR14-2","Shared","2019-08-12T10:37:00.000","10","2019-08-12T13:20:00.000","13","18.01","2.725555556","Aug","Monday"
"1805","Bl2","Bl2-5","Private","2019-08-12T15:31:00.000","15","2019-08-13T07:44:00.000","7","3.66","16.21222222","Aug","Monday"
"1806","AsO2","Share-5","Shared","2019-08-12T15:52:00.000","15","2019-08-12T19:09:00.000","19","21.41","3.290277778","Aug","Monday"
"1807","AdO1","AdO1-2","Private","2019-08-12T16:15:00.000","16","2019-08-12T17:52:00.000","17","4.64","1.623888889","Aug","Monday"
"1808","AdO1","AdO1-3","Private","2019-08-12T16:24:00.000","16","2019-08-13T07:22:00.000","7","13.93","14.97111111","Aug","Monday"
"1809","SR14","SR14-2","Private","2019-08-12T19:51:00.000","19","2019-08-12T19:53:00.000","19","0.11","0.030555556","Aug","Monday"
"1810","SR14","SR14-2","Private","2019-08-12T19:54:00.000","19","2019-08-13T07:28:00.000","7","56.64","11.57055556","Aug","Monday"
"1811","AdO1","AdO1-2","Private","2019-08-12T19:58:00.000","19","2019-08-12T21:01:00.000","21","3.18","1.038888889","Aug","Monday"
"1812","Bl2","Bl2-2","Private","2019-08-12T20:27:00.000","20","2019-08-13T12:09:00.000","12","15.23","15.69361111","Aug","Monday"
"1813","UT9","UT15-2","Shared","2019-08-12T20:33:00.000","20","2019-08-13T02:05:00.000","2","15.18","5.531388889","Aug","Monday"
"1814","AdO1","AdO1-2","Private","2019-08-13T01:08:00.000","1","2019-08-13T10:35:00.000","10","5.55","9.448333333","Aug","Tuesday"
"1815","AsO2","Share-5","Shared","2019-08-13T16:03:00.000","16","2019-08-13T19:00:00.000","19","19.46","2.952222222","Aug","Tuesday"
"1816","AsO2","AsO2-1","Private","2019-08-13T16:43:00.000","16","2019-08-14T09:39:00.000","9","14.8","16.92972222","Aug","Tuesday"
"1817","Bl2","Share-18","Shared","2019-08-13T18:03:00.000","18","2019-08-14T07:08:00.000","7","63.34","13.07277778","Aug","Tuesday"
"1818","AdO1","AdO1-3","Private","2019-08-13T19:04:00.000","19","2019-08-14T07:21:00.000","7","13.79","12.27472222","Aug","Tuesday"
"1819","UT9","UT15-2","Shared","2019-08-13T21:05:00.000","21","2019-08-14T02:28:00.000","2","14.72","5.393611111","Aug","Tuesday"
"1820","AdO3","AdO3-3","Private","2019-08-13T21:20:00.000","21","2019-08-14T09:11:00.000","9","16.39","11.85027778","Aug","Tuesday"
"1821","Bl2","Share-7","Shared","2019-08-13T21:27:00.000","21","2019-08-14T07:06:00.000","7","45.86","9.635555556","Aug","Tuesday"
"1822","Bl2","Bl2-5","Private","2019-08-13T23:48:00.000","23","2019-08-14T07:19:00.000","7","6.18","7.530833333","Aug","Tuesday"
"1823","AdO1","AdO1-1","Private","2019-08-14T08:02:00.000","8","2019-08-14T10:56:00.000","10","10.58","2.906111111","Aug","Wednesday"
"1824","UT9","Share-14","Shared","2019-08-14T11:02:00.000","11","2019-08-14T16:49:00.000","16","35.53","5.787777778","Aug","Wednesday"
"1825","UT9","Share-12","Shared","2019-08-14T14:40:00.000","14","2019-08-14T19:00:00.000","19","23.8","4.3325","Aug","Wednesday"
"1826","AdO1","AdO1-2","Private","2019-08-14T15:49:00.000","15","2019-08-15T11:09:00.000","11","6.96","19.32944444","Aug","Wednesday"
"1827","AsO10","AsO10-2","Private","2019-08-14T16:14:00.000","16","2019-08-14T16:21:00.000","16","0.11","0.116111111","Aug","Wednesday"
"1828","AdO1","AdO1-3","Private","2019-08-14T16:18:00.000","16","2019-08-15T09:45:00.000","9","13.88","17.44722222","Aug","Wednesday"
"1829","AsO10","AsO10-2","Private","2019-08-14T16:21:00.000","16","2019-08-14T16:23:00.000","16","0.01","0.025","Aug","Wednesday"
"1830","AsO10","AsO10-2","Private","2019-08-14T16:23:00.000","16","2019-08-14T16:37:00.000","16","0.82","0.2375","Aug","Wednesday"
"1831","AsO10","AsO10-2","Private","2019-08-14T16:39:00.000","16","2019-08-14T17:29:00.000","17","2.75","0.83","Aug","Wednesday"
"1832","SR2","SR2-3","Private","2019-08-14T17:39:00.000","17","2019-08-15T07:46:00.000","7","31.84","14.11027778","Aug","Wednesday"
"1833","Bl2","Bl2-5","Private","2019-08-14T21:58:00.000","21","2019-08-15T15:39:00.000","15","4.66","17.68333333","Aug","Wednesday"
"1834","SR14","SR14-2","Private","2019-08-14T22:16:00.000","22","2019-08-15T07:27:00.000","7","28.06","9.181944444","Aug","Wednesday"
"1835","AdO1","AdO1-1","Private","2019-08-15T07:49:00.000","7","2019-08-15T23:11:00.000","23","18.51","15.35972222","Aug","Thursday"
"1836","Bl2","Bl2-2","Private","2019-08-15T08:29:00.000","8","2019-08-15T11:42:00.000","11","6.02","3.214444444","Aug","Thursday"
"1837","Bl2","Bl2-1","Private","2019-08-15T09:45:00.000","9","2019-08-15T16:17:00.000","16","14.5","6.535833333","Aug","Thursday"
"1838","Bl2","Bl2-6","Private","2019-08-15T12:00:00.000","12","2019-08-17T09:31:00.000","9","11.61","45.51888889","Aug","Thursday"
"1839","Bl2","Bl2-4","Private","2019-08-15T15:35:00.000","15","2019-08-16T11:41:00.000","11","23.24","20.09","Aug","Thursday"
"1840","UT9","Share-11","Shared","2019-08-15T15:53:00.000","15","2019-08-15T18:50:00.000","18","16.2","2.949166667","Aug","Thursday"
"1841","SR2","SR2-3","Private","2019-08-15T16:00:00.000","16","2019-08-15T17:35:00.000","17","10.7","1.591666667","Aug","Thursday"
"1842","AsO2","AsO2-1","Private","2019-08-15T16:13:00.000","16","2019-08-16T07:05:00.000","7","12.55","14.8525","Aug","Thursday"
"1843","AsO2","AsO6-1","Shared","2019-08-15T16:35:00.000","16","2019-08-16T07:40:00.000","7","61.07","15.08444444","Aug","Thursday"
"1844","Bl2","Bl2-2","Private","2019-08-15T17:07:00.000","17","2019-08-15T21:09:00.000","21","14.54","4.020833333","Aug","Thursday"
"1845","SR2","SR2-3","Private","2019-08-15T17:43:00.000","17","2019-08-15T18:20:00.000","18","3.93","0.611388889","Aug","Thursday"
"1846","Bl2","Share-25","Shared","2019-08-15T19:28:00.000","19","2019-08-16T06:38:00.000","6","39.89","11.1675","Aug","Thursday"
"1847","AdO1","AdO1-3","Private","2019-08-15T19:33:00.000","19","2019-08-16T07:26:00.000","7","12.94","11.89027778","Aug","Thursday"
"1848","AdO3","AdO3-4","Private","2019-08-15T20:36:00.000","20","2019-08-17T09:47:00.000","9","31.03","37.17583333","Aug","Thursday"
"1849","AdO1","AdO1-2","Private","2019-08-15T22:50:00.000","22","2019-08-16T12:36:00.000","12","6","13.77194444","Aug","Thursday"
"1850","AsO2","Share-26","Shared","2019-08-16T16:17:00.000","16","2019-08-16T22:34:00.000","22","7.03","6.281944444","Aug","Friday"
"1851","AsO2","Share-23","Shared","2019-08-16T16:21:00.000","16","2019-08-17T07:47:00.000","7","28.79","15.4325","Aug","Friday"
"1852","Bl2","Bl2-5","Private","2019-08-16T16:57:00.000","16","2019-08-16T19:00:00.000","19","4.26","2.043888889","Aug","Friday"
"1853","AdO3","AdO3-3","Private","2019-08-16T17:20:00.000","17","2019-08-17T17:34:00.000","17","7.06","24.23416667","Aug","Friday"
"1854","AdO3","AdO3-2","Private","2019-08-16T19:55:00.000","19","2019-08-16T21:21:00.000","21","4.42","1.435833333","Aug","Friday"
"1855","SR14","SR14-2","Private","2019-08-16T21:23:00.000","21","2019-08-17T14:31:00.000","14","51.06","17.12694444","Aug","Friday"
"1856","AdO3","AdO3-2","Private","2019-08-16T23:58:00.000","23","2019-08-17T11:48:00.000","11","13.26","11.84583333","Aug","Friday"
"1857","Bl2","Bl2-2","Private","2019-08-17T02:27:00.000","2","2019-08-17T10:26:00.000","10","17.78","7.994444444","Aug","Saturday"
"1858","UT9","Share-15","Shared","2019-08-17T08:43:00.000","8","2019-08-17T11:49:00.000","11","21.05","3.107777778","Aug","Saturday"
"1859","AsO2","AsO6-1","Shared","2019-08-17T12:20:00.000","12","2019-08-17T14:28:00.000","14","13.58","2.142222222","Aug","Saturday"
"1860","Bl2","Bl2-1","Private","2019-08-17T12:26:00.000","12","2019-08-17T14:14:00.000","14","6.49","1.804444444","Aug","Saturday"
"1861","AsO2","Share-4","Shared","2019-08-17T14:07:00.000","14","2019-08-17T15:20:00.000","15","4.18","1.218055556","Aug","Saturday"
"1862","Bl2","Bl2-3","Private","2019-08-17T15:00:00.000","15","2019-08-18T12:24:00.000","12","38.69","21.395","Aug","Saturday"
"1863","AdO1","AdO1-2","Private","2019-08-17T15:15:00.000","15","2019-08-27T10:13:00.000","10","4.69","234.9708333","Aug","Saturday"
"1864","Bl2","Bl2-2","Private","2019-08-17T17:56:00.000","17","2019-08-17T18:55:00.000","18","3.56","0.989444444","Aug","Saturday"
"1865","Bl2","Bl2-5","Private","2019-08-17T18:01:00.000","18","2019-08-17T19:57:00.000","19","6.94","1.939722222","Aug","Saturday"
"1866","Bl2","Bl2-1","Private","2019-08-17T18:49:00.000","18","2019-08-18T16:43:00.000","16","13.96","21.90194444","Aug","Saturday"
"1867","Bl2","Bl2-5","Private","2019-08-17T20:25:00.000","20","2019-08-17T23:15:00.000","23","6.41","2.835555556","Aug","Saturday"
"1868","Bl2","Share-8","Shared","2019-08-17T21:00:00.000","21","2019-08-17T23:27:00.000","23","15.27","2.458611111","Aug","Saturday"
"1869","Bl2","Share-8","Shared","2019-08-17T23:37:00.000","23","2019-08-18T07:12:00.000","7","5.58","7.590555556","Aug","Saturday"
"1870","Bl2","Bl2-5","Private","2019-08-17T23:45:00.000","23","2019-08-18T10:25:00.000","10","3.35","10.65833333","Aug","Saturday"
"1871","UT9","UT15-2","Shared","2019-08-18T08:01:00.000","8","2019-08-18T13:18:00.000","13","13.31","5.279444444","Aug","Sunday"
"1872","AsO2","Share-5","Shared","2019-08-18T08:48:00.000","8","2019-08-18T12:15:00.000","12","22.27","3.445277778","Aug","Sunday"
"1873","UT9","Share-15","Shared","2019-08-18T11:45:00.000","11","2019-08-18T13:41:00.000","13","11.56","1.938611111","Aug","Sunday"
"1874","Bl2","Bl2-2","Private","2019-08-18T13:04:00.000","13","2019-08-18T17:25:00.000","17","15.73","4.352222222","Aug","Sunday"
"1875","Bl2","Bl2-3","Private","2019-08-18T15:20:00.000","15","2019-08-19T07:52:00.000","7","9.07","16.53138889","Aug","Sunday"
"1876","Bl2","Bl2-5","Private","2019-08-18T16:50:00.000","16","2019-08-18T18:48:00.000","18","5.03","1.956666667","Aug","Sunday"
"1877","SR2","SR2-3","Private","2019-08-18T19:09:00.000","19","2019-08-19T07:59:00.000","7","39.58","12.82916667","Aug","Sunday"
"1878","Bl2","Bl2-5","Private","2019-08-18T19:16:00.000","19","2019-08-19T06:47:00.000","6","1.24","11.52861111","Aug","Sunday"
"1879","Bl2","Bl2-4","Private","2019-08-18T19:44:00.000","19","2019-08-19T11:41:00.000","11","26.76","15.94055556","Aug","Sunday"
"1880","UT9","Share-15","Shared","2019-08-18T20:19:00.000","20","2019-08-18T23:27:00.000","23","21.4","3.126388889","Aug","Sunday"
"1881","AsO2","AsO2-1","Private","2019-08-18T20:37:00.000","20","2019-08-19T06:50:00.000","6","11.39","10.21666667","Aug","Sunday"
"1882","AsO2","Share-20","Shared","2019-08-18T20:43:00.000","20","2019-08-19T10:49:00.000","10","18.04","14.09555556","Aug","Sunday"
"1883","AsO2","AsO6-1","Shared","2019-08-18T21:32:00.000","21","2019-08-19T07:04:00.000","7","56.38","9.521388889","Aug","Sunday"
"1884","AdO1","AdO1-3","Private","2019-08-19T07:24:00.000","7","2019-08-19T09:49:00.000","9","8.61","2.426388889","Aug","Monday"
"1885","AsO2","Share-4","Shared","2019-08-19T11:24:00.000","11","2019-08-19T13:51:00.000","13","6.89","2.4475","Aug","Monday"
"1886","Bl2","Bl2-5","Private","2019-08-19T15:03:00.000","15","2019-08-19T19:57:00.000","19","5.66","4.905555556","Aug","Monday"
"1887","AdO3","AdO3-4","Private","2019-08-19T17:54:00.000","17","2019-08-20T11:48:00.000","11","11.92","17.89194444","Aug","Monday"
"1888","SR14","SR14-2","Private","2019-08-19T19:37:00.000","19","2019-08-20T07:43:00.000","7","29.71","12.10361111","Aug","Monday"
"1889","Bl2","Bl2-5","Private","2019-08-19T20:13:00.000","20","2019-08-20T06:43:00.000","6","0.52","10.51111111","Aug","Monday"
"1890","AsO2","AsO2-1","Private","2019-08-19T20:22:00.000","20","2019-08-20T06:57:00.000","6","9.53","10.58138889","Aug","Monday"
"1891","UT9","UT15-2","Shared","2019-08-19T21:38:00.000","21","2019-08-20T01:44:00.000","1","12.75","4.106111111","Aug","Monday"
"1892","AdO1","AdO1-3","Private","2019-08-19T23:23:00.000","23","2019-08-20T07:19:00.000","7","20.16","7.921388889","Aug","Monday"
"1893","AsO2","Share-4","Shared","2019-08-20T10:32:00.000","10","2019-08-20T12:31:00.000","12","6.63","1.971666667","Aug","Tuesday"
"1894","Bl2","Bl2-2","Private","2019-08-20T14:03:00.000","14","2019-08-21T08:02:00.000","8","16.33","17.9925","Aug","Tuesday"
"1895","MS22","MS22-1","Private","2019-08-20T15:22:00.000","15","2019-08-21T08:00:00.000","8","15.37","16.63583333","Aug","Tuesday"
"1896","Bl2","Share-3","Shared","2019-08-20T15:31:00.000","15","2019-08-20T17:44:00.000","17","14.68","2.211944444","Aug","Tuesday"
"1897","Bl2","Bl2-5","Private","2019-08-20T15:45:00.000","15","2019-08-20T18:16:00.000","18","1.94","2.533055556","Aug","Tuesday"
"1898","AsO2","Share-5","Shared","2019-08-20T16:01:00.000","16","2019-08-20T18:51:00.000","18","18.34","2.84","Aug","Tuesday"
"1899","AdO1","AdO1-3","Private","2019-08-20T16:09:00.000","16","2019-08-21T07:22:00.000","7","13.14","15.22083333","Aug","Tuesday"
"1900","SR14","SR14-1","Private","2019-08-20T17:12:00.000","17","2019-08-20T17:16:00.000","17","0.23","0.051666667","Aug","Tuesday"
"1901","SR14","SR14-1","Private","2019-08-20T17:36:00.000","17","2019-08-20T17:43:00.000","17","0.67","0.118333333","Aug","Tuesday"
"1902","Bl2","Bl2-3","Private","2019-08-20T18:38:00.000","18","2019-08-21T07:50:00.000","7","21.5","13.20527778","Aug","Tuesday"
"1903","SR14","SR14-1","Private","2019-08-20T18:42:00.000","18","2019-08-21T07:26:00.000","7","45.51","12.7325","Aug","Tuesday"
"1904","UT9","Share-15","Shared","2019-08-20T18:52:00.000","18","2019-08-20T20:18:00.000","20","10.13","1.446111111","Aug","Tuesday"
"1905","Bl2","Share-25","Shared","2019-08-20T19:13:00.000","19","2019-08-21T06:32:00.000","6","61","11.31138889","Aug","Tuesday"
"1906","Bl2","Bl2-5","Private","2019-08-20T21:35:00.000","21","2019-08-21T07:37:00.000","7","6.63","10.02972222","Aug","Tuesday"
"1907","AsO2","AsO2-1","Private","2019-08-20T21:45:00.000","21","2019-08-21T06:55:00.000","6","12.89","9.1775","Aug","Tuesday"
"1908","AdO1","AdO1-1","Private","2019-08-21T07:53:00.000","7","2019-08-21T17:23:00.000","17","21.23","9.509722222","Aug","Wednesday"
"1909","Bl2","Share-3","Shared","2019-08-21T11:29:00.000","11","2019-08-21T12:55:00.000","12","9.36","1.4275","Aug","Wednesday"
"1910","AsO2","Share-20","Shared","2019-08-21T11:54:00.000","11","2019-08-21T13:18:00.000","13","4.87","1.401666667","Aug","Wednesday"
"1911","AsO2","Share-4","Shared","2019-08-21T12:16:00.000","12","2019-08-21T14:18:00.000","14","6.79","2.033055556","Aug","Wednesday"
"1912","UT9","Share-12","Shared","2019-08-21T12:35:00.000","12","2019-08-21T16:03:00.000","16","19.82","3.476944444","Aug","Wednesday"
"1913","AsO2","Share-20","Shared","2019-08-21T13:45:00.000","13","2019-08-21T16:16:00.000","16","8.76","2.513611111","Aug","Wednesday"
"1914","Bl2","Bl2-5","Private","2019-08-21T14:01:00.000","14","2019-08-21T16:40:00.000","16","6.34","2.652222222","Aug","Wednesday"
"1915","Bl2","Bl2-3","Private","2019-08-21T15:53:00.000","15","2019-08-21T18:29:00.000","18","3.45","2.607777778","Aug","Wednesday"
"1916","AdO1","AdO1-3","Private","2019-08-21T16:41:00.000","16","2019-08-22T09:55:00.000","9","13.42","17.22722222","Aug","Wednesday"
"1917","AsO2","AsO2-1","Private","2019-08-21T18:48:00.000","18","2019-08-22T07:16:00.000","7","10.86","12.47305556","Aug","Wednesday"
"1918","Bl2","Bl2-1","Private","2019-08-21T20:28:00.000","20","2019-08-21T20:30:00.000","20","0.12","0.037777778","Aug","Wednesday"
"1919","SR2","SR2-3","Private","2019-08-21T20:31:00.000","20","2019-08-22T07:48:00.000","7","36.14","11.29416667","Aug","Wednesday"
"1920","Bl2","Bl2-1","Private","2019-08-21T20:40:00.000","20","2019-08-22T08:13:00.000","8","14.05","11.56111111","Aug","Wednesday"
"1921","Bl2","Share-8","Shared","2019-08-21T20:54:00.000","20","2019-08-22T08:27:00.000","8","25.46","11.5525","Aug","Wednesday"
"1922","Bl2","Bl2-5","Private","2019-08-21T21:20:00.000","21","2019-08-22T07:27:00.000","7","5.04","10.11194444","Aug","Wednesday"
"1923","AsO10","AsO10-2","Private","2019-08-21T22:38:00.000","22","2019-08-22T07:34:00.000","7","14.55","8.938888889","Aug","Wednesday"
"1924","UT9","Share-6","Shared","2019-08-21T23:13:00.000","23","2019-08-22T11:30:00.000","11","25.96","12.27111111","Aug","Wednesday"
"1925","AdO3","AdO3-3","Private","2019-08-21T23:16:00.000","23","2019-08-23T06:26:00.000","6","22.81","31.17722222","Aug","Wednesday"
"1926","UT9","Share-15","Shared","2019-08-22T15:38:00.000","15","2019-08-22T17:22:00.000","17","11.28","1.7225","Aug","Thursday"
"1927","Bl2","Bl2-2","Private","2019-08-22T15:43:00.000","15","2019-08-22T19:08:00.000","19","12.35","3.416111111","Aug","Thursday"
"1928","AsO2","Share-4","Shared","2019-08-22T16:29:00.000","16","2019-08-23T10:11:00.000","10","6.83","17.70916667","Aug","Thursday"
"1929","UT9","Share-15","Shared","2019-08-22T17:56:00.000","17","2019-08-22T20:42:00.000","20","16.53","2.767777778","Aug","Thursday"
"1930","AdO1","AdO1-3","Private","2019-08-22T18:41:00.000","18","2019-08-23T07:22:00.000","7","12.23","12.68","Aug","Thursday"
"1931","AdO3","AdO3-4","Private","2019-08-22T18:56:00.000","18","2019-08-23T08:27:00.000","8","33.89","13.51694444","Aug","Thursday"
"1932","UT9","UT15-2","Shared","2019-08-22T19:14:00.000","19","2019-08-23T00:11:00.000","0","12.98","4.947222222","Aug","Thursday"
"1933","MS22","MS22-1","Private","2019-08-22T20:41:00.000","20","2019-08-23T07:03:00.000","7","28.07","10.37416667","Aug","Thursday"
"1934","Bl2","Bl2-5","Private","2019-08-22T21:07:00.000","21","2019-08-23T11:02:00.000","11","6.74","13.9225","Aug","Thursday"
"1935","Bl2","Share-3","Shared","2019-08-22T23:27:00.000","23","2019-08-23T07:42:00.000","7","26.13","8.237222222","Aug","Thursday"
"1936","Bl2","Bl2-6","Private","2019-08-23T11:06:00.000","11","2019-08-26T11:06:00.000","11","13.85","71.98805556","Aug","Friday"
"1937","AsO2","AsO6-1","Shared","2019-08-23T14:44:00.000","14","2019-08-23T19:38:00.000","19","30.45","4.896388889","Aug","Friday"
"1938","Bl2","Bl2-3","Private","2019-08-23T15:16:00.000","15","2019-08-24T11:27:00.000","11","29.61","20.18083333","Aug","Friday"
"1939","UT9","Share-11","Shared","2019-08-23T16:08:00.000","16","2019-08-23T17:47:00.000","17","10.44","1.648333333","Aug","Friday"
"1940","SR2","SR2-3","Private","2019-08-23T16:46:00.000","16","2019-08-24T11:40:00.000","11","27.05","18.90305556","Aug","Friday"
"1941","Bl2","Bl2-2","Private","2019-08-23T16:55:00.000","16","2019-08-23T17:56:00.000","17","3.64","1.019166667","Aug","Friday"
"1942","AdO1","AdO1-3","Private","2019-08-23T17:24:00.000","17","2019-08-24T14:18:00.000","14","13.18","20.88888889","Aug","Friday"
